A person walks forward 	 a person walks forward
A person walkes forward. 	 a person walks forward
Someone walks on uneven terrain. 	 someone walks on uneven terrain
Someone is walking over obstacles which are higher than the ground level. 	 someone is walking over obstacles which are higher than the ground level
a person walks over some objects 	 a person walks over some objects
Someone is walking on uneven terrain. 	 someone is walking on uneven terrain
Somebody balances on something. 	 somebody balances on something
A person throws something forward. 	 a person throws something forward
A human performs a slap (volleyball serve) with the left hand 	 a human performs a slap volleyball serve with the left hand
A person performs a right handed throwing motion. 	 a person performs a right handed throwing motion
A person throws something. 	 a person throws something
A person walks forward. 	 a person walks forward
A person walking forward 	 a person walking forward
A human performs a jump. 	 a human performs a jump
A person walks forward 	 a person walks forward
A person goes two steps forward, turns around and goes back. 	 a person goes 2 steps forward turns around and goes back
A person uses an axe. 	 a person uses an axe
A man is dribbling basketball 	 a man is dribbling basketball
A person lifts up his left arm, bent at the elbow, then moves his right arm across his chest, hand just above the elbow of the raised left arm. 	 a person lifts up his left arm bent at the elbow then moves his right arm across his chest hand just above the elbow of the raised left arm
A person performs the movement of a violin player. 	 a person performs the movement of a violin player
A persons moves its arms as if playing the violin. 	 a persons moves its arms as if playing the violin
A person is playing the violin. 	 a person is playing the violin
A person makes motion as if playing violine. 	 a person makes motion as if playing violin
a person plays the violin with its right hand 	 a person plays the violin with its right hand
A person walks while turning to the right. 	 a person walks while turning to the right
A person gets pushed to his right. 	 a person gets pushed to his right
The human walks straight forward then something happens and the human perfoms a right jump and goes back to his previous direction 	 the human walks straight forward then something happens and the human performs a right jump and goes back to his previous direction
A person lifts both arms sideways to a t-pose and afterwards goes to to the knees. 	 a person lifts both arms sideways to a T-pose and afterwards goes to to the knees
A person raises his arms to the height of his shoulders before getting down on his knees. 	 a person raises his arms to the height of his shoulders before getting down on his knees
A person is lifting both arms before kneeling down 	 a person is lifting both arms before kneeling down
a person raises its arms like wings and then goes down to its knees 	 a person raises its arms like wings and then goes down to its knees
A person stretching out their arms, then kneeling down 	 a person stretching out their arms then kneeling down
Someone is raising his arms to the side, then going down on his knees. 	 someone is raising his arms to the side then going down on his knees
a man lifts his arms, then goes down on his knees 	 a man lifts his arms then goes down on his knees
A person is sitting and resting its head onto its right arm. 	 a person is sitting and resting its head onto its right arm
A person moves quickly and gets slower. 	 a person moves quickly and gets slower
Someone is trying to walk fast for 4 steps and stops afterwards. 	 someone is trying to walk fast for 4 steps and stops afterwards
A person runs and stops. 	 a person runs and stops
A person is running four steps and then stops. 	 a person is running 4 steps and then stops
a persons jumps and then starts walking 	 a persons jumps and then starts walking
A person is jumping and then walking forward. 	 a person is jumping and then walking forward
A person jumps, then walks a few steps. 	 a person jumps then walks a few steps
A person rolls their head and shoulders. 	 a person rolls their head and shoulders
A person is jumping forward. 	 a person is jumping forward
a person is doing a u-turn while walking. 	 a person is doing a u turn while walking
a person walks two steps then turn 180 degress and keeps on walking 	 a person walks 2 steps then turn 180 degrees and keeps on walking
A person takes two steps, performs a turn of 180 degrees and takes another two steps. 	 a person takes 2 steps performs a turn of 180 degrees and takes another 2 steps
A person jumps forward 	 a person jumps forward
Person walking in a circle 	 person walking in a circle
A person walks in a counter-clockwise circle 	 a person walks in a counter clockwise circle
a person walks in a circle to the left 	 a person walks in a circle to the left
A person moves anti-clockwise in a cirle and needs 8 steps to complete the circle. 	 a person moves anti clockwise in a circle and needs 8 steps to complete the circle
A person walks in a small circle. 	 a person walks in a small circle
A human walks in a clockwise 90 degree bend. 	 a human walks in a clockwise 90 degrees bend
a person walks to the right performing a quater circle 	 a person walks to the right performing a quarter circle
Someone walks and turns on the spot 	 someone walks and turns on the spot
A person walks two steps, then spins around. 	 a person walks 2 steps then spins around
a person performs a golf swing 	 a person performs a golf swing
A human performs a golf drive. 	 a human performs a golf drive
a person plays golf with its right hand 	 a person plays golf with its right hand
A person walks forwards slowly, strolling casually. 	 a person walks forwards slowly strolling casually
human slowly goes forward 	 human slowly goes forward
a person walks quite slow 	 a person walks quite slow
A person walks straight, recovers from a hard pushed from the left, and returns to the original path. 	 a person walks straight recovers from a hard pushed from the left and returns to the original path
A person walks forward 	 a person walks forward
A person walks forward with medium speed. 	 a person walks forward with medium speed
A human is walking clockwise in a circle. 	 a human is walking clockwise in a circle
a person walks a circle to the right 	 a person walks a circle to the right
A person doing a big step to the left. 	 a person doing a big step to the left
A person walks forward. 	 a person walks forward
Subject does a quick step to the right 	 subject does a quick step to the right
a person stands still and gets pushed to the right 	 a person stands still and gets pushed to the right
Somesone walks forward and makes a U-turn 	 someone walks forward and makes a u turn
A human is performing a tight 180° curve on the left foot 	 a human is performing a tight 180 degrees curve on the left foot
a person walks forward takes a 180 degree turn to the left and walks some more steps 	 a person walks forward takes a 180 degrees turn to the left and walks some more steps
A person turns around while walking 	 a person turns around while walking
A person turns with his left foot. 	 a person turns with his left foot
human goes forward and turns around partway 	 human goes forward and turns around partway
Someone performs a dance. 	 someone performs a dance
Person dancing the 	 person dancing the
someone makes the basic step of the chachacha 	 someone makes the basic step of the chachacha
A person carries something and takes some steps to both sides 	 a person carries something and takes some steps to both sides
A human is performing a dance sequence (probably a specific one 	 a human is performing a dance sequence probably a specific 1
A Person is dancing. 	 a person is dancing
A person dances. 	 a person dances
Person makes motions as if having a kite. 	 person makes motions as if having a kite
Somebody balances something. 	 somebody balances something
A human runs in a curve. 	 a human runs in a curve
A human dances to the left. 	 a human dances to the left
human performs the basic movement of the dance cha-cha-cha 	 human performs the basic movement of the dance cha cha cha
A person performs the wiener walzer. 	 a person performs the wiener walker
Someone is dancing. 	 someone is dancing
A person turns around while walking 	 a person turns around while walking
Someone walks forward and turn 180 degree and walks forward 	 someone walks forward and turn 180 degrees and walks forward
A human uses his hands to open, search and close an object. 	 a human uses his hands to open search and close an object
the person is walking forward 	 the person is walking forward
The human perfoms a couple of steps 	 the human performs a couple of steps
A person walks forward 	 a person walks forward
A person doing relatively quick forward walking with low distance for each step and slightly bent knees while walking 	 a person doing relatively quick forward walking with low distance for each step and slightly bent knees while walking
A human is pushed from behind 	 a human is pushed from behind
A person decelerates. 	 a person decelerate
a person walks quite fast forward 	 a person walks quite fast forward
a human slows down and stops walking 	 a human slows down and stops walking
Someone stops running. 	 someone stops running
Somebody stops walking. 	 somebody stops walking
A human is walking happy 	 a human is walking happy
A person laying on their hands and knees stands up by using their right foot first, then pushing off it to stay balanced. 	 a person laying on their hands and knees stands up by using their right foot first then pushing off it to stay balanced
A person rises to upright stance from resting on all fours 	 a person rises to upright stance from resting on all fours
A person is getting up from a kneeling position. 	 a person is getting up from a kneeling position
A crawling person stands up. 	 a crawling person stands up
someone throws his knees and hands on the ground  and then he stands up. 	 someone throws his knees and hands on the ground and then he stands up
During walking forwards a person is pushed from the backside. 	 during walking forwards a person is pushed from the backside
a person walks forward and gets pushed from behind 	 a person walks forward and gets pushed from behind
A person looks like he got shoved from behind while walking forward stands still after stumbling. 	 a person looks like he got shoved from behind while walking forward stands still after stumbling
baby crawling to the front 	 baby crawling to the front
A person walking forward. 	 a person walking forward
A person walks forward 	 a person walks forward
A person slowly and cautiously goes 5 steps forward. 	 a person slowly and cautiously goes 5 steps forward
a person walks forward quite slow 	 a person walks forward quite slow
A person is standing around paddling with his hanging arms in the air. 	 a person is standing around paddling with his hanging arms in the air
A human jumps over an approximately 30cm obstacle. 	 a human jumps over an approximately 30 centimeters obstacle
A person walks 2 steps forward, turns on right foot 180 degree and walks again 2 steps. 	 a person walks 2 steps forward turns on right foot 180 degrees and walks again 2 steps
a person walks forward takes a 180 degree turn to the right and keeps on walking 	 a person walks forward takes a 180 degrees turn to the right and keeps on walking
A person walks forwards, performs a sharp turn and walks back. 	 a person walks forwards performs a sharp turn and walks back
A standing person gets down on all fours and starts crawling forward. 	 a standing person gets down on all fours and starts crawling forward
A person running. 	 a person running
A human walks a quarter circle to the left 	 a human walks a quarter circle to the left
A person turns left. 	 a person turns left
a person steps to his side and then back 	 a person steps to his side and then back
a person takes a step to the left and then one to the right. 	 a person takes a step to the left and then 1 to the right
Subject kicks forward. 	 subject kicks forward
A human makes a karate kick with its left food and brings his hand to the chest and its elbows out. 	 a human makes a karate kick with its left food and brings his hand to the chest and its elbows out
A person kicks something with his left foot 	 a person kicks something with his left foot
A person kicks forward with the left foot. 	 a person kicks forward with the left foot
Somebody hits something with his left foot. 	 somebody hits something with his left foot
A human is making a clockwise turn. 	 a human is making a clockwise turn
A Person is walking a quarter circle in clockwise direction. 	 a person is walking a quarter circle in clockwise direction
A person picks something up from the ground using his left hand. 	 a person picks something up from the ground using his left hand
A walking person takes two steps forward then turns around to their left, and continues walking in the opposite direction and stops. 	 a walking person takes 2 steps forward then turns around to their left and continues walking in the opposite direction and stops
A person takes two steps forward, then turns around to the left by 180 degrees and takes another three steps, back to the starting point. 	 a person takes 2 steps forward then turns around to the left by 180 degrees and takes another 3 steps back to the starting point
Someone is walking forward two steps starting with the right leg, turning around his left side facing backwards and doing another two steps. 	 someone is walking forward 2 steps starting with the right leg turning around his left side facing backwards and doing another 2 steps
Someone walks four steps. 	 someone walks 4 steps
A person walks a few steps forward. 	 a person walks a few steps forward
a person walks forwards 	 a person walks forwards
A human moves his left arm. 	 a human moves his left arm
the person is first walking ahead and then turning to the left 	 the person is first walking ahead and then turning to the left
a person walks to the left in a quarter circle 	 a person walks to the left in a quarter circle
A person performs a single step and then stops. 	 a person performs a single step and then stops
the person is first walking ahead and then turning to the right 	 the person is first walking ahead and then turning to the right
A person walking to the right 	 a person walking to the right
Somebody walks a quarter circle clockwise. 	 somebody walks a quarter circle clockwise
A human jumping to the side 	 a human jumping to the side
A human is performing a two legged hop to the right 	 a human is performing a 2 legged hop to the right
a person jumps to the right 	 a person jumps to the right
A person jumps approximatly 30cm to the right side. 	 a person jumps approximately 30 centimeters to the right side
a person hops to the right 	 a person hops to the right
Someone jumps to the left. 	 someone jumps to the left
A person walks five steps forward 	 a person walks 5 steps forward
a person walks some steps forward 	 a person walks some steps forward
After a few steps a person turns around suddenly and walks back 	 after a few steps a person turns around suddenly and walks back
A person walks two steps forward, turn around 180° on one leg and takes two steps to the start position. 	 a person walks 2 steps forward turn around 180 degrees on 1 leg and takes 2 steps to the start position
Someone walks forwards, quickly turns around and walks back. 	 someone walks forwards quickly turns around and walks back
A person walks in a circle. 	 a person walks in a circle
A person walks forward and turns to the left 	 a person walks forward and turns to the left
A person walks a 90 degree curve to the left. 	 a person walks a 90 degrees curve to the left
A person walks a left curve at 100 degrees 	 a person walks a left curve at 100 degrees
A person is doing multiple warmup fitness exercises like preparing for sport. 	 a person is doing multiple warmup fitness exercises like preparing for sport
A Person walks in an 8-shape. 	 a person walks in an 8 shape
the person is making a wide turn to the right 	 the person is making a wide turn to the right
a person walks in a quarter circle to the right 	 a person walks in a quarter circle to the right
A person crawls forwards on all fours. 	 a person crawls forwards on all fours
A person is crawling on all fours. 	 a person is crawling on all fours
Someone is getting on is knees and walking around on his knees and hands. 	 someone is getting on is knees and walking around on his knees and hands
A person takes a sudden step to the right, right foot leading, left foot following. 	 a person takes a sudden step to the right right foot leading left foot following
human is pushed from left side and counterbalances push by stepping sideways 	 human is pushed from left side and counterbalances push by stepping sideways
A person stands still, he then gets pushed from his left and stumbles to his right. 	 a person stands still he then gets pushed from his left and stumbles to his right
A person performs a squat. 	 a person performs a squat
A person performs a single squat. 	 a person performs a single squat
A person walks upstairs. 	 a person walks upstairs
a person walks forward 	 a person walks forward
A person walkes forward. 	 a person walks forward
A person walks a quarter circle clockwise with 4 steps. 	 a person walks a quarter circle clockwise with 4 steps
human performs a bending walking movement to the right 	 human performs a bending walking movement to the right
A person makes a big jump forward. 	 a person makes a big jump forward
A person runs forwards. 	 a person runs forwards
getting ready to jump and jumping 	 getting ready to jump and jumping
a person walks forward 	 a person walks forward
A human trips over something. 	 a human trips over something
Someone beeing pushed from some direction while walking forward. 	 someone being pushed from some direction while walking forward
A forward walking person gets shoved from behind. 	 a forward walking person gets shoved from behind
a person starts to walk but then gets pushed from behind 	 a person starts to walk but then gets pushed from behind
A person is walking and then kicks his own feet. 	 a person is walking and then kicks his own feet
the person walking to forward is suddenly pushed to the right 	 the person walking to forward is suddenly pushed to the right
A person is getting pushed while walking 	 a person is getting pushed while walking
A person walks forward and is pushed from the left. 	 a person walks forward and is pushed from the left
A person is running putting his feet crosswise. 	 a person is running putting his feet crosswise
Person wishing something with the right hand 	 person wishing something with the right hand
Someone moves the right hand in a circular path 	 someone moves the right hand in a circular path
A human wipes a table with his right hand 	 a human wipes a table with his right hand
A person walking cool from left to right. 	 a person walking cool from left to right
Subject walks forward with big steps spins around and walks back. 	 subject walks forward with big steps spins around and walks back
human performs a turning motion to the left while walking 	 human performs a turning motion to the left while walking
A person walks slowly for four steps and stops. 	 a person walks slowly for 4 steps and stops
A person walks four steps to the forward direction. 	 a person walks 4 steps to the forward direction
A person gets pushed from the left while standing and performs a recovery step to the right. 	 a person gets pushed from the left while standing and performs a recovery step to the right
A person is walking around a corner to the right 	 a person is walking around a corner to the right
A person walks to the right 	 a person walks to the right
A person walks dramatically forwards and backwards. 	 a person walks dramatically forwards and backwards
A person walks over step stones. 	 a person walks over step stones
A person kneels down on the floor and crawls. 	 a person kneels down on the floor and crawls
a person goes on his knees and starts to crawl 	 a person goes on his knees and starts to crawl
a human crawls on all fours 	 a human crawls on all fours
The person performs a careful step forward of about 0.5 meters starting with the right leg 	 the person performs a careful step forward of about 05 m starting with the right leg
Person walking and turning on one foot 	 person walking and turning on 1 foot
A person walks forward, turns on the spot and walks back. 	 a person walks forward turns on the spot and walks back
Someone is walking forward starting with the left leg, then turning around his left side facing backwards and doing another two steps. 	 someone is walking forward starting with the left leg then turning around his left side facing backwards and doing another 2 steps
A person jumps approximately a meter forward with both feet. 	 a person jumps approximately a m forward with both feet
human walks in a quater circle clockwise 	 human walks in a quarter circle clockwise
A human walks to the left. 	 a human walks to the left
A person is turning slowly to the left. 	 a person is turning slowly to the left
A person turns to the left. 	 a person turns to the left
A human walks a quarter circle to the left 	 a human walks a quarter circle to the left
Somebody walks a quarter circle anticlockwise. 	 somebody walks a quarter circle anticlockwise
A person performs a wiping motion. 	 a person performs a wiping motion
A human is walking into an obstacle, evades it and proceeds walking forward. 	 a human is walking into an obstacle evades it and proceeds walking forward
Someone is being pushed from the front while walking forwards and compensates the disturbance. 	 someone is being pushed from the front while walking forwards and compensates the disturbance
A person walks a few steps forward, then walks a step back and after that he continues walking forward. 	 a person walks a few steps forward then walks a step back and after that he continues walking forward
The human walks a couple of steps forward then perfoms a step backwards and goes back to walk forward 	 the human walks a couple of steps forward then performs a step backwards and goes back to walk forward
a person takes to steps forward, two steps backwards, four steps forward 	 a person takes to steps forward 2 steps backwards 4 steps forward
A human is being pushed. 	 a human is being pushed
A person makes two steps and makes a sitestep. 	 a person makes 2 steps and makes a sidestep
A person is running a little bit tilted first to the right then to the left. 	 a person is running a little bit tilted first to the right then to the left
Person turns around a corner. 	 person turns around a corner
a persons walks forwards to the right 	 a persons walks forwards to the right
A human is making a counter-clockwise turn. 	 a human is making a counter clockwise turn
a person walks the left performing a quarter circle 	 a person walks the left performing a quarter circle
A person tries to evade something small on the ground and lifts up their feet one after another. 	 a person tries to evade something small on the ground and lifts up their feet 1 after another
a drunk  person walking 	 a drunk person walking
A person is making a sharp turn. 	 a person is making a sharp turn
A person does a few steps forward and hurries a bit 	 a person does a few steps forward and hurries a bit
a person jogs some meters forwards 	 a person jogs some m forwards
A person goes a few steps forward. 	 a person goes a few steps forward
A Person goes four and a half steps forward. 	 a person goes 4 and a half steps forward
A person makes two steps forward, turns around and makes two more steps forward 	 a person makes 2 steps forward turns around and makes 2 more steps forward
A person goes 2 steps forward, then turns around and goes 2 steps forward in the opposite direction. 	 a person goes 2 steps forward then turns around and goes 2 steps forward in the opposite direction
A human walks 2 steps forward, turns on its left foot, walks back and ends up approximately 10 centimeters to the right of the spot where it started. 	 a human walks 2 steps forward turns on its left foot walks back and ends up approximately 10 centimeters to the right of the spot where it started
a person performs a 180 degree turn on one foot 	 a person performs a 180 degrees turn on 1 foot
A person makes a sharp turn to the left while walking 	 a person makes a sharp turn to the left while walking
A person walks a quarter circle counter clockwise with 4 steps. 	 a person walks a quarter circle counter clockwise with 4 steps
A person is taking a left turn while walking 	 a person is taking a left turn while walking
A persond walks a left curve 	 a person walks a left curve
A person walks forwards, slowly turning to the right and stops. 	 a person walks forwards slowly turning to the right and stops
Someone walks a right turn 	 someone walks a right turn
human performs a bending walking movement to the right 	 human performs a bending walking movement to the right
A man is jumping and turns 270 degrees 	 a man is jumping and turns 270 degrees
A person walks forward. 	 a person walks forward
A human goes 4 steps forward at a normal pace. 	 a human goes 4 steps forward at a normal pace
Person walking for a few steps 	 person walking for a few steps
human goes forward slowly starting with right 	 human goes forward slowly starting with right
A human is jumping backwards. 	 a human is jumping backwards
A person jumps backwards with both of his legs. 	 a person jumps backwards with both of his legs
human performs a jump and moves a bit backwards 	 human performs a jump and moves a bit backwards
A person picks something up from the ground and using left leg as a counterbalance. 	 a person picks something up from the ground and using left leg as a counterbalance
A human walks with very large steps. 	 a human walks with very large steps
A human performs a jump kick. 	 a human performs a jump kick
A person is balancing on something. 	 a person is balancing on something
A person walks to the right. 	 a person walks to the right
A person walks forward fast 	 a person walks forward fast
Subject walks forward three steps. 	 subject walks forward 3 steps
A person is showing different heights with his left arm indicating above the head, at shoulder level and at hip level. 	 a person is showing different heights with his left arm indicating above the head at shoulder level and at hip level
Someone moves his arm up then half height and down 	 someone moves his arm up then half height and down
A person reaches for multiple objects. 	 a person reaches for multiple objects
a person points at 3 points with its left hand which are above it besides it and below it 	 a person points at 3 points with its left hand which are above it besides it and below it
A person walking forwards, then turning on the right foot and walking back again. 	 a person walking forwards then turning on the right foot and walking back again
a person walks two steps forwards then turn 180 degrees to the right and walks forward again 	 a person walks 2 steps forwards then turn 180 degrees to the right and walks forward again
Someone uses his hands to touch his throat multiple times. 	 someone uses his hands to touch his throat multiple times
A person walks 4 steps backwards. 	 a person walks 4 steps backwards
human is pushed from right hand side by an invisible force and tries to counterbalance by stepping sideways 	 human is pushed from right hand side by an invisible force and tries to counterbalance by stepping sideways
a person takes a step to the left and then walks sideways back to the origin position 	 a person takes a step to the left and then walks sideways back to the origin position
Somebody avoids to the left 	 somebody avoids to the left
Someone moves forward a brief distance in a fast walk and stops 	 someone moves forward a brief distance in a fast walk and stops
The human perfoms a couple of steps straight forward 	 the human performs a couple of steps straight forward
A person jumps over a hurdle- 	 a person jumps over a hurdle
A person raises both hands to shoulder level, elbows bent then bounces/punches down with his right hand before lowering both hands. 	 a person raises both hands to shoulder level elbows bent then bounces punches down with his right hand before lowering both hands
A person plays the guitar. 	 a person plays the guitar
the person is walking through a  circular path 	 the person is walking through a circular path
A human is walking in circle. 	 a human is walking in circle
A person walks in an S-shape. 	 a person walks in an s shape
A person stoops down and picks up thinks on the ground in a half circle around him 	 a person stoops down and picks up thinks on the ground in a half circle around him
Jump with both feet about 50 centimeters forward 	 jump with both feet about 50 centimeters forward
A Person moves the hands together in front of the chest and kicks with  the left foot. 	 a person moves the hands together in front of the chest and kicks with the left foot
A human is performing a low kick with the left foot, getting the arms up in a defence position 	 a human is performing a low kick with the left foot getting the arms up in a defence position
A person performs a side kick with his hands held close to his body. 	 a person performs a side kick with his hands held close to his body
A person kicks with the left leg. 	 a person kicks with the left leg
someone  is kicking something. 	 someone is kicking something
A person walks around a curve. on his left. 	 a person walks around a curve on his left
A person turns left. 	 a person turns left
A Person is walking a quarter in counter clockwise direction. 	 a person is walking a quarter in counter clockwise direction
a persons walks to the left performing a quarter circle 	 a persons walks to the left performing a quarter circle
A person walks a quarter circle. 	 a person walks a quarter circle
A person does a 90° left turn in five steps 	 a person does a 90 degrees left turn in 5 steps
A person is dancing. 	 a person is dancing
A person walks four steps backward. 	 a person walks 4 steps backward
human goes backwards 	 human goes backwards
A person walks forward 	 a person walks forward
A person walks 4 steps forward. 	 a person walks 4 steps forward
A person walking forwards, turning on the left foot and then walking back again 	 a person walking forwards turning on the left foot and then walking back again
A human walks in a full circle clockwise. 	 a human walks in a full circle clockwise
A person walks in a clockwise circle. 	 a person walks in a clockwise circle
A person walks in a circle clockwise. 	 a person walks in a circle clockwise
A person performs circling motions with both hands. 	 a person performs circling motions with both hands
A person trying to open something. 	 a person trying to open something
A person walks forward 	 a person walks forward
A Person walks in a circle clockwise. 	 a person walks in a circle clockwise
A person walks in a circle to his right side. 	 a person walks in a circle to his right side
A person walks fast 4 steps. 	 a person walks fast 4 steps
Somebody stops suddenly. 	 somebody stops suddenly
A person performs swiping gestures with the left hand. 	 a person performs swiping gestures with the left hand
the person is first walking ahead and then turning to the left 	 the person is first walking ahead and then turning to the left
While running, a human picks something up from the floor. 	 while running a human picks something up from the floor
A person is walking in small circles. 	 a person is walking in small circles
someone walks in a circle counterclockwise three consecutive times. 	 someone walks in a circle counterclockwise 3 consecutive times
a person walks in a circle to the left 3 times 	 a person walks in a circle to the left 3 times
A person doing a one handed flic flac with a full turn. 	 a person doing a 1 handed flic flat with a full turn
a human walks a right circle. 	 a human walks a right circle
A person walks a circle, radius approximatly 1,5 meters. 	 a person walks a circle radius approximately 1,5 meters
a person walks in a cricle to the right 	 a person walks in a circle to the right
A human hikes his shoulders and raises his hands 	 a human hikes his shoulders and raises his hands
A human turning right 	 a human turning right
Someone walks in a counter-clockwise circle. 	 someone walks in a counter clockwise circle
A human walks in a circle with a diameter of 2m. 	 a human walks in a circle with a diameter of 2 m
Someone walk in a full counter-clockwise circle. 	 someone walk in a full counter clockwise circle
A person walks in a full circle. 	 a person walks in a full circle
Someone makes a circle 	 someone makes a circle
He turns around. 	 he turns around
A person walks a circle. 	 a person walks a circle
someone walks one round 	 someone walks 1 round
A person walks a full anti-clockwise circle. 	 a person walks a full anti clockwise circle
A person walks in a circle counterclockwise. 	 a person walks in a circle counterclockwise
a person walks a circle to the left 	 a person walks a circle to the left
The human walks a circle 	 the human walks a circle
A human walks in circle counterclockwise. 	 a human walks in circle counterclockwise
A human turning left 	 a human turning left
A person walks a left curve 	 a person walks a left curve
human performs a bending walking motion to its left hand side 	 human performs a bending walking motion to its left hand side
a person walks 90° of a circle to his right 	 a person walks 90 degrees of a circle to his right
A person walks a quarter circle to the right, taking four steps. 	 a person walks a quarter circle to the right taking 4 steps
A person is turning right while walking 	 a person is turning right while walking
A human stretching is arms 	 a human stretching is arms
A person is balancing on his right foot. 	 a person is balancing on his right foot
a person holds both his arm like wings 	 a person holds both his arm like wings
A person stretching their arms out to the sides 	 a person stretching their arms out to the sides
Lookig at his feet, a human goes circa 1.5 meters forward. 	 looking at his feet a human goes in a circle of 1,5 m forward
A person is walking slowly 	 a person is walking slowly
A person is slowly walking forward. 	 a person is slowly walking forward
A person walks very slowly. 	 a person walks very slowly
Somebody walks slowly. 	 somebody walks slowly
A human turning left 	 a human turning left
A person is tipping forward and start walking before falling over. 	 a person is tipping forward and start walking before falling over
A person is walking forward a few steps. 	 a person is walking forward a few steps
A person walks straight 	 a person walks straight
Person walking forwards 	 person walking forwards
human goes forward slowly starting with left 	 human goes forward slowly starting with left
A human walks forward a few steps looking on the ground 	 a human walks forward a few steps looking on the ground
A person walks forward 	 a person walks forward
A person gets pushed slightly forwards. 	 a person gets pushed slightly forwards
A human is being pushed to the left. 	 a human is being pushed to the left
A human performs different swimming styles with her upper body while standing. 	 a human performs different swimming styles with her upper body while standing
a person walks straight on 	 a person walks straight on
A human runs a 90°leftwards curve while playing basketball. 	 a human runs a 90 degrees leftwards curve while playing basketball
A man is running 	 a man is running
Subject walks forward quickly. 	 subject walks forward quickly
A person walks fast. 	 a person walks fast
A person puts headphones up on his head and listens to music. 	 a person puts headphones up on his head and listens to music
A person is playing violin. 	 a person is playing violin
a person plays the violin with the left hand 	 a person plays the violin with the left hand
A person is walking forward, turns around, walks back and then walks forward in a S-shape. 	 a person is walking forward turns around walks back and then walks forward in a S-shape
A human moves two meters forward. 	 a human moves 2 m forward
a person walks forwards 	 a person walks forwards
a human walks slowly while bonding forward 	 a human walks slowly while bonding forward
During walking, a human is pushed. 	 during walking a human is pushed
Someone is beeing pushed from the back while walking forward. 	 someone is being pushed from the back while walking forward
A person stumbling forward 	 a person stumbling forward
A person performs a sidekick with the right foot. 	 a person performs a sidekick with the right foot
a person kicks something with its right foot 	 a person kicks something with its right foot
A human turns around while jumping in the air. 	 a human turns around while jumping in the air
A person walking a few steps forward 	 a person walking a few steps forward
Person walking forward. 	 person walking forward
Person walking forwards 	 person walking forwards
A person walks forward 	 a person walks forward
a person just walks forward 	 a person just walks forward
a person is evading a boxing punch 	 a person is evading a boxing punch
a person dodges a hit 	 a person dodges a hit
Someone evades a punch. 	 someone evades a punch
A person is backing up as if being boxed 	 a person is backing up as if being boxed
A person dodging down to the right 	 a person dodging down to the right
A person standing in fighting pose with his arms risen to block incoming attacks ducks to dodge an attack. 	 a person standing in fighting pose with his arms risen to block incoming attacks ducks to dodge an attack
Dodging a punch in a box fight by leaning to the right. 	 dodging a punch in a box fight by leaning to the right
A person is waving left hand. 	 a person is waving left hand
a person waves with its left hand 	 a person waves with its left hand
Someone waving with his left hand. 	 someone waving with his left hand
A persons bends the upper body to the left. 	 a persons bends the upper body to the left
Someone in fighting stance is ducking down to the left side. 	 someone in fighting stance is ducking down to the left side
A person sits down on a chair behind him and stands up again. 	 a person sits down on a chair behind him and stands up again
The human is pushed from the right side during walking. 	 the human is pushed from the right side during walking
A person walks as if drunk. 	 a person walks as if drunk
A person is running very fast and slightly to the right. 	 a person is running very fast and slightly to the right
the person makes a short run 	 the person makes a short run
A person jogging for a few meters. 	 a person jogging for a few meters
A person is pushed from right. 	 a person is pushed from right
A person walks 2 steps forward, 2 to the left side and 3 diagonally to the right forward, all the time facing the same direction. 	 a person walks 2 steps forward 2 to the left side and 3 diagonally to the right forward all the time facing the same direction
A human walks forward and is slightly shoved from the right while walking 	 a human walks forward and is slightly shoved from the right while walking
A person walks forward but is pushed to the left and the goes back on track again 	 a person walks forward but is pushed to the left and the goes back on track again
human is pushed from its right hand side while walking 	 human is pushed from its right hand side while walking
A human is running away from something 	 a human is running away from something
A person walks forward. 	 a person walks forward
a person waves 	 a person waves
A person wipes something horizontal 	 a person wipes something horizontal
A human walks four steps backwards 	 a human walks 4 steps backwards
a person taes some steps backwards 	 a person takes some steps backwards
A person walks 5 steps backwards. 	 a person walks 5 steps backwards
a human starts walking backwards 	 a human starts walking backwards
A person stands up from the lying on the ground 	 a person stands up from the lying on the ground
A person walking in a quarter circle to the right. 	 a person walking in a quarter circle to the right
A person is running a few steps forwards. 	 a person is running a few steps forwards
A person walks forward 	 a person walks forward
Someone walks forward 	 someone walks forward
Subject walks in a quarter circle counterclockwise. 	 subject walks in a quarter circle counterclockwise
A human is walking in a left curve, doing a 90° turn 	 a human is walking in a left curve doing a 90 degrees turn
A person walks a quarter circle to the left, taking five steps. 	 a person walks a quarter circle to the left taking 5 steps
A person turns left 	 a person turns left
a human walks a quarter to the left 	 a human walks a quarter to the left
A human turns left in 4 steps 	 a human turns left in 4 steps
A person walks in third of a circle. 	 a person walks in third of a circle
A person is taking a left turn while walking. 	 a person is taking a left turn while walking
a person walks in a quarter circle to the left 	 a person walks in a quarter circle to the left
The human perfoms a left turn 	 the human performs a left turn
A person walks a quarter circle counter clockwise with 4 steps. 	 a person walks a quarter circle counter clockwise with 4 steps
A person walks backwards four steps starting with the left foot. 	 a person walks backwards 4 steps starting with the left foot
Somebody walks backwards. 	 somebody walks backwards
A human walks holding her right upper leg with both hands. 	 a human walks holding her right upper leg with both hands
A person moves forward along 1.5 tiles then turns and moves backwards. 	 a person moves forward along 15 tiles then turns and moves backwards
